source,target
ವಸು ಸೊಕ್ಕಿ ಪಾಡಿ ಕಿನ್ನರಿ,ವಸು -> ಸಿರಿ ರತ್ನ ಕಾಂತಿ; ಪಾಡಿ -> ಸೈನ್ಯದ ಬೀಡು ಹಳ್ಳಿ; ಕಿನ್ನರಿ -> ಕಿನ್ನರ ಸ್ತ್ರೀ ಒಂದು ತಂತಿವಾದ್ಯ
ಚರಿಯಿಪ ಕಿನ್ನರಿಯರ ಮೊಗ,ಕಿನ್ನರಿಯರ -> ಕಿನ್ನರ ಸ್ತ್ರೀ ಒಂದು ತಂತಿವಾದ್ಯ; ಮೊಗ -> ಮುಖ ಬಾಯಿ ಎದುರು ಆರಂಭ
ಅಡಿ ಮಿಡಿ ತೊಡೆ ನಡುವಿನಿತಂ,ಅಡಿ -> ಪಾದ ವಿರೋಧ; ಮಿಡಿ -> ಬೆರಳಿನಿಂದ ಹೊಡೆ ಮೀಟು ಹೀಚು; ತೊಡೆ -> ಸೊಂಟದಿಂದ ಮಂಡಿಯವರೆಗಿನ ಭಾಗ ಲೇಪಿಸು ಒರಸಿಹಾಕು
ಕಿಸುಗುಳಿ ಬೇಡ ನೀನೆಸೆವೊಡಂಜೆರಡಂ ತೊಡುವಾ ಪತಾಕೆಯೆ,ಕಿಸುಗುಳಿ -> ಕೊಳೆ ಹೊಲಸು ಹೇಯವಸ್ತು ಹೊಲಸು ವ್ಯಕ್ತಿ; ಬೇಡ -> ಬೇಟೆಯ ವೃತ್ತಿಯವನು ನಿರಾಕರಣೆಯನ್ನು ಸೂಚಿಸುವ ಅವ್ಯಯ; ತೊಡುವಾ -> ಧರಿಸು ಹೂಡು; ಪತಾಕೆಯೆ -> ಬಾವುಟ ಧ್ವಜ
ರ್ಗೇಯದ ಜವ್ವನ ಸಿರಿಯಂ,ಜವ್ವನ -> ಜೌವನ ಹರಯ; ಸಿರಿಯಂ -> (ಶ್ರೀ) ಸಂಪತ್ತು ಲಕ್ಷ್ಮಿ ಚೆಲುವು
ಬಟ್ಟಮೊಲೆ ಪೊಳೆವ ಕದಪಳ,ಬಟ್ಟಮೊಲೆ -> ದುಂಡಾದ ಮೊಲೆ; ಪೊಳೆವ -> ಹೊಳೆ ಮಿರುಗು ಹೊಯ್ದಾಡು
ವ್ಯವಹೃತಿ ನೆತ್ತ ದೊಳಲ್ಲದೆ,ವ್ಯವಹೃತಿ -> ವ್ಯವಹರಣ; ನೆತ್ತ -> ಲೆತ್ತ ಪಗಡೆಯಾಟ
ಪ್ಪ ರಗಿಳಿ ಕುಪ್ಪೆವಾಯ್ಚ ಕಪಿ ಮೂಡಿ ಮುಟುಂಗುವ ಜಕ್ಕವಕ್ಕಿ ಸೆಂ,ಕುಪ್ಪೆವಾಯ್ಚ -> ನೆಗೆ ಹಾರು; ಮೂಡಿ -> ಉದಯ; ಜಕ್ಕವಕ್ಕಿ -> ಚಕ್ರವಾಕ ಪಕ್ಷಿ
ಕ್ಕ ನಿತಂಬಂ ಸುತ್ತು” ನೇಣಂ ತೆಗವ ಪುಗುವ ಕ್ಯಗಳ್‌ ಬೆಡಂಗಾಗೆ ತುಂಗ |,ನಿತಂಬಂ -> ಪರ‍್ರೆ ಬೆಟ್ಟದ ತಪ್ಪಲು; ಸುತ್ತು -> ಉಡುವ ಬಟ್ಟೆ ಬಳಸಿ ಬಾ ಸುತ್ತಿಕೊಂಡಿರುವುದು; ಬೆಡಂಗಾಗೆ -> ಚೆಲುವ; ತುಂಗ -> ಎತ್ತರವಾದ ದೊಡ್ಡದಾದ
ರೆಖೆವ ಬೆಡಂಗಿಯರ ಭಾವಮಂ ಭೋಂಕನೆ ಕ |,ಬೆಡಂಗಿಯರ -> ಸುಂದರಿ; ಭೋಂಕನೆ -> ತಕ್ಷಣ ಇದ್ದಕ್ಕಿದ್ದಂತೆ
ಭೋಗವತಿ ತೆಗೆದು ನ್ಮಾಟ್ಕಂಡಿ,ಭೋಗವತಿ -> ಪಾತಾಳಲೋಕದ ರಾಜಧಾನಿ; ತೆಗೆದು -> ಹೊರಗೆ ತಾ
ಒದವಿದ ತಮ್ಮ ಕೆಂದಳದ ಕೆಂಪುಗಳಿಂ ಗಿಳಿ ಪದ್ಮರಾಗರ,ತಮ್ಮ -> ಕಿರಿಯ ಸಹೋದರ ಸ್ವಂತದ; ಕೆಂದಳದ -> ಕೆಂಪಾದ ಕೈ ಕೆಂಪಾದ ಎಸಳು; ಪದ್ಮರಾಗರ -> ತಾವರೆಯ ಬಣ್ಣ ಕೆಂಪು ರತ್ನ
ಸರಸಿಜನಾಭನಂ ಸಿರಿ ಮನೋಭವನಂ ರತಿಯಿಂದುಮಾಳಿಯೆಂ,ಸರಸಿಜನಾಭನಂ -> ನಾಭಿಯಲ್ಲಿ ಕಮಲವುಳ್ಳವನು ವಿಷ್ಣು; ಸಿರಿ -> (ಶ್ರೀ) ಸಂಪತ್ತು ಲಕ್ಷ್ಮಿ ಚೆಲುವು; ಮನೋಭವನಂ -> ಮನಸ್ಸಿನಲ್ಲಿ ಹುಟ್ಟಿದ ಮನ್ಮಥ
ಜತಿ ತೊಡರೆ ರಣಿತ ನೂಪುರ,ಜತಿ -> ಯತಿ ಪದ್ಯರಚನೆಯಲ್ಲಿನ ಉಸಿರ್ದಾಣ; ರಣಿತ -> ಸದ್ದು ಸದ್ದುಮಾಡುವ; ನೂಪುರ -> ಕಾಲ್ಕಡಗ
ಸುಮನೋಬಾಣ ಜಾಮಾತೃ ಪರಮಚದಾ,ಸುಮನೋಬಾಣ -> ಹೂಬಾಣ ಮನ್ಮಥ; ಜಾಮಾತೃ -> ಮಗಳ ಗಂಡ
ಪಸೆ ಪಂದಲ್‌ ದಟ್ಟಿ ಜಾಗಂ ಜಗಲಿ ಬಿಗಿದ ಭೃಂಗಾರಿ ಮೇಲ್ಕಟ್ಟು ಚಿತ್ರಂ,ಪಸೆ -> ಹಸೆ ಹಾಸು ಹಾಸಿಗೆ; ದಟ್ಟಿ -> ಒತ್ತಾದ; ಜಗಲಿ -> ಕಟ್ಟೆ; ಬಿಗಿದ -> ಕಟ್ಟಿಹಾಕು ಅಳವಡಿಸು ಗಾಢವಾಗು ಭದ್ರತೆ; ಭೃಂಗಾರಿ -> ದುಂಬಿ ಕಾಗೆ ಬಂಗಾರ; ಚಿತ್ರಂ -> ಸ್ಪಷ್ಟವಾದ ಬರೆದ ಆಕೃತಿ ವಿಚಿತ್ರ
ಛ್ಸವೆ ತಿಳಿದ ಕಾಂತಿ ಕುಸುಮಿಸು,ತಿಳಿದ -> ಬಗ್ಗಡ ಹೋಗಿ ಶುದ್ಧವಾಗು ನೈರ್ಮಲ್ಯ; ಕುಸುಮಿಸು -> ಅರಳು ಹೂವಾಗು ಹೂವನ್ನು ಬಿಡು ಹೂಬಿಡುವಂತೆ ಮಾಡು
ಯಂ ಬಳಸಿದ ಮೇಲುದು ಕುಚ,ಮೇಲುದು -> ಮೇಲುಹೊದಿಕೆ ಸೆರಗು; ಕುಚ -> ಮೊಲೆ
ಹಿತನುತ ಮಂತ್ರಿ ಮಂಡಳಿಕ ಮಿತ್ರ ಪರೋಹಿತ ದಂಡನಾಯಕಾ,ಮಂತ್ರಿ -> ಸಮಾಲೋಚನೆ ದೀಕ್ಷಾನ್ವಯಕ್ರಿಯೆಗೆ ಸೇರಿದ ಅವತಾರಕ್ರಿಯೆಯಹತ್ತು ವಿಧಗಲಲ್ಲಿ ಆರನೆಚಿಯದು; ಮಂಡಳಿಕ -> ಸಾಮಂತ; ಮಿತ್ರ -> ಸೂರ್ಯ ಗೆಳೆಯ ರಾಜನ ಸಪ್ತಾಂಗಗಳಲ್ಲಿ ಒಂದು; ದಂಡನಾಯಕಾ -> ಸೇನಾಧಿಪತಿ
ಸುಮನೋಬಾಣ ಜಾಮಾತೃ ಪರಮಚಿದಾ,ಸುಮನೋಬಾಣ -> ಹೂಬಾಣ ಮನ್ಮಥ; ಜಾಮಾತೃ -> ಮಗಳ ಗಂಡ
ಲಳಪೆಖೆ ಬೆಳೆಯದ ಗಗನ,ಬೆಳೆಯದ -> ಮನುಷ್ಯ ಪ್ರಾಣಿ ಸಸ್ಯಗಳ ವೃದ್ಧಿ ಫಸಲು ನೀಡು; ಗಗನ -> ಆಕಾಶ
ಮಿಸುಪ ದುಕೂಲ!ದುಳುಡುಗೆ ಚಂದನಕರ್ದಮ!ದಣ್ಣು ಮಲ್ಲಿಕಾ,ದುಕೂಲ -> ರೇಷ್ಮೆ ಬಟ್ಟೆ; ಚಂದನಕರ್ದಮ -> ಶ್ರೀಗಂಧದ ಲೇಪನದ್ರವ್ಯ; ಮಲ್ಲಿಕಾ -> ಜಟ್ಟಿ
ಬೆರಸೆಸೆವ ಬಣ್ಣ ವಾಪಿಗ,ಬಣ್ಣ -> ರಂಗು ಚಿತ್ರ ರಚನೆಗೆ ಬೇಕಾದ ವರ್ಣ; ವಾಪಿಗ -> ಬಾವಿ
ದಣಿಪಿ ಪಲರ್ಮೆಯಿಂ ಕರ್ದುಕ ಭೋಂಕನೆ ಸೋಂಕಿ `!ಚ!ಲಂಕಿ ಬಿಂಕದಿಂ |,ಪಲರ್ಮೆಯಿಂ -> ಹಲವು ಬಾರಿ; ಭೋಂಕನೆ -> ತಕ್ಷಣ ಇದ್ದಕ್ಕಿದ್ದಂತೆ; ಬಿಂಕದಿಂ -> ಆಡಂಬರ ವಿಲಾಸ
ಬಟ್ಟಿ ರೆ ದೇವಿಯರ್‌ ಕೆಲದೊಳಿರ್ದ ಕುಮಾರನ ಮುದ್ದು ಹರ್ಷಮಂ,ದೇವಿಯರ್ -> ಪಟ್ಟದ ರಾಣಿ; ಕುಮಾರನ -> ಬಾಲಕ ಯುವಕ ಷಣ್ಮುಖ; ಮುದ್ದು -> ಪ್ರೀತಿ ಸೊಗಸು ಪ್ರೀತಿಯ ವಸ್ತು; ಹರ್ಷಮಂ -> ಆನಂದ
ಬಗತತಿ ಗೂಡ ಸಾರೆ ಬಿಗಿದಿರ್ದ ರಥಾಂಗಕೆ ಬಾಧೆ ಸಾರೆ ಕೇಳ್‌,ಸಾರೆ -> ಸಮೀಪ ಜೊತೆಗೆ; ರಥಾಂಗಕೆ -> ಚಕ್ರವಾಕ ಚಕ್ರಾಯುಧ ಬಂಡಿಯ ಗಾಲಿ ಕುಂಬಾರನ ತಿಗುರಿ; ಬಾಧೆ -> ನೋವು; ಕೇಳ್ -> ಕೇಳು ಆಲಿಸು ಗಮನಿಸು ಪಾಲಿಸು ಪ್ರಶ್ನಿಸು
ದುವು ಪಡುವಣ್ಣಿ ಪಾಖುದುವು ಗೂಡಿನ ಸಾರ್ಕೆಗೆ ಪಕ್ಕಿ ಕೊಂಬುಗೊಂ |,ಪಡುವಣ್ಣಿ -> ಪಶ್ಚಿಮ; ಸಾರ್ಕೆಗೆ -> ಸಮೀಪ ಪ್ರಾಪ್ತಿ; ಪಕ್ಕಿ -> (ಪಕ್ಷಿ)ಹಕ್ಕಿ; ಕೊಂಬುಗೊಂ -> ಸಂಕೇತಸ್ಥಳ
ದಂಬರ ಹರಿ 'ಪೊದೆದಾ' ಪೀ,ಹರಿ -> ಓಡು ಪ್ರವಹಿಸು ಕುದುರೆ ಸಿಂಹ ಕೃಷ್ಣ; ಪೊದೆದಾ -> ಹೊದೆದುಕೊ ಬತ್ತಳಿಕೆ ಪೊದರು
"ತೆರೆಯ ಸೆಳೆ ಓ[ಮಂಚದೊಳ"" ಬಿ",ತೆರೆಯ -> ಅಲೆ ಜವನಿಕೆ; ಸೆಳೆ -> ಎಳೆ ಆಕರ್ಷಿಸು ನಡುಗು ಬೆತ್ತ ರೆಂಬೆ
ಪಿರಿದುಂ ಬಿದಿ ನಿಜ ಜನ್ಕಾ,ಪಿರಿದುಂ -> ಹೆಚ್ಚಾಗಿ; ಬಿದಿ -> ವಿಧಿ ದೈವ ಸೃಷ್ಟಿಕರ್ತ ಅದೃಷ್ಟ ಆಹಾರ; ನಿಜ -> ತನ್ನ ಸ್ವಂತ
ದಿಗಿಭದ ಮದವಟ್ಟೆ ದೆಸೆಗಳಂ ರಾಹುತಿರಂ |,ದಿಗಿಭದ -> ದಿಕ್ಕರಿ; ಮದವಟ್ಟೆ -> ಮದಪಟ್ಟಿಕೆ; ದೆಸೆಗಳಂ -> (ದಿಶಾ) ದಿಕ್ಕು ಜಾಗ
"ಪುರುಷರ ಸಮಕ್ಷದೊಳ"" ಕುಚ",ಪುರುಷರ -> ಮನುಷ್ಯ ಗಂಡತ್ರಿಮೂರ್ತಿಗಳಲ್ಲಿ ಪ್ರತಿಯೊಬ್ಬ; ಸಮಕ್ಷದೊಳ -> ಎದುರು; ಕುಚ -> ಮೊಲೆ
ವಾಲೋಕಂ ಹಾಸ್ಯ ತಕ್ಕ ಸನ್ನೆ ಪದಿರ್‌ ಬ |,ತಕ್ಕ -> ಯೋಗ್ಯನಾದ; ಸನ್ನೆ -> ಸಂಕೇತ; ಪದಿರ್ -> ದ್ವಂದ್ವಾರ್ಥದ ಮಾತು ಚಮತ್ಕಾರೋಕ್ತಿ
ಪಾಡಿಸಿ ಮತ್ತಂ ದಣಿಯದ,ಪಾಡಿಸಿ -> ಸೈನ್ಯದ ಬೀಡು ಹಳ್ಳಿ; ಮತ್ತಂ -> ಪುನಃ ಅಲ್ಲದೆ
ಲತೆ ಮೊದಲಾಗಿ ಸಮಾಪ,ಮೊದಲಾಗಿ -> ಇತ್ಯಾದಿಯಾಗಿ
"ಣವು ಮುಂದಂ ಭೀತಿ ಬಟಿಕ ಪಲ್ಲವಿಸುತಿ, |",ಭೀತಿ -> ಭಯ; ಪಲ್ಲವಿಸುತಿ -> ಚಿಗುರು
ಚಾರು ಕಳಾಪ್‌ಡೊಳ್‌್‌ ನಿಲಿಸುತುಂ ದೆಸೆಯಂ ನಸು ನೋಡುತುಂ ಪೊದ |,ಚಾರು -> ಸುಂದರವಾದ; ನಿಲಿಸುತುಂ -> ನಿಲಿಪು; ದೆಸೆಯಂ -> (ದಿಶಾ) ದಿಕ್ಕು ಜಾಗ; ನಸು -> ಸ್ವಲ್ಪ
ಸುರಕರಿ 'ಮಜ್ಜನ!ಕ ಸಾರ್ದು ಸುಯ್ಯಲೊಡಂ ಪ್ರ !,ಸುರಕರಿ -> ಐರಾವತ; ಮಜ್ಜನ -> ಮಾರ್ಜನ ಸ್ನಾನ; ಸಾರ್ದು -> ಸಮೀಪಿಸು ತಲುಪು ಸರಿದುಕೊ ಸಾನ್ನಿಧ್ಯ
ಪುದಿದಿರ ಪಣ್‌ ವಿದ” ಬಿಂ,ಪುದಿದಿರ -> ತುಂಬು ಸೇರು ಪಡೆ ಬಾಗಿಲಿನ ಪಕ್ಕ; ಪಣ್ -> ಹಣ್ಣು ಹಣ್ಣು ಬಿಡು ಮಾಗು ರುಚಿಯಾಗು ಮಾಡು
ಮದನನ ನಚ್ಚು ವಾರಿಧಿಯ ಪೆರ್ಚು ವಿಯೋಗಿಯ ಕಿಚ್ಚು ಕೈರವಾ,ವಾರಿಧಿಯ -> ಸಮುದ್ರ; ಪೆರ್ಚು -> ಹೆಚ್ಚಾಗು ಆಧಿಕ್ಯ ಕತ್ತರಿಸು; ವಿಯೋಗಿಯ -> ವಿರಹಿ; ಕಿಚ್ಚು -> ಬೆಂಕಿ ತಾಪ; ಕೈರವಾ -> ಬಿಳಿಯ ನೈದಿಲೆ
ಪರೆದಿರೆ ತಿಮಿರಕಚಂ ನೆರೆ,ತಿಮಿರಕಚಂ -> ಕತ್ತಲೆ ಕಣ್ಣಿನ ಒಂದು ರೋಗ ಪೊರೆ; ನೆರೆ -> ಸೇರು ಸಂಭೋಗಿಸು ಗುಂಪಾಗು ಸಿಗು ಪಕ್ಕ
ಪತ್ತಿ ಸಿದ ಚಂದ್ರಕಾಂತದ,ಪತ್ತಿ -> ಪದಾತಿ ಸೈನಿಕ ಒಂದು ರಥ ಎರಡು ಆನೆ ಮೂರು ಕುದುರೆ ನಾಲ್ಕು ಕಾಲಾಳುಗಳ ಗುಂಪು ಬಾಣ; ಚಂದ್ರಕಾಂತದ -> ಬೆಳುದಿಂಗಳಿನಿಂದ ಆರ್ದ್ರಗೊಳ್ಳುವ ಬಿಳಿಯ ಕಲ್ಲು
ಪಿರಿದುಂ ಕೂರ್ಪಂ ಸುಧಾಸೂತಿಯೆ ಮುನಿವವನೆಮ್ಮ ನ ಯಕ್ಕಂದು ನೀರೇ |,ಪಿರಿದುಂ -> ಹೆಚ್ಚಾಗಿ; ಕೂರ್ಪಂ -> ಪ್ರೀತಿಸುವವನು; ಸುಧಾಸೂತಿಯೆ -> ಸುಧಾಜಾತ ಚಂದ್ರ
ಬಂದುದು ಪುಸಿ ಪೂರ್ಣಚಂದ್ರಮನ ಬಸಿಯೊಳ್‌ ತಾಂ |,ಪುಸಿ -> ಹುಸಿ ಸುಳ್ಳು ವಚನಭಂಗ; ಪೂರ್ಣಚಂದ್ರಮನ -> ಹುಣ್ಣಿಮೆಯ ಚಂದ್ರ
ಗಿರಿಟಿ ಬಳಾರಿ ಬಾಧಿಸುಗೆ ಚಂಡಿಕೆ ನುಂಗುಗೆ ಮಿಟ್ಮು ಕೂರ್ತು ಗು!,ಗಿರಿಟಿ -> ಬೆಟ್ಟ ನುಂಗುವುದು; ಬಳಾರಿ -> ಮಹಾಕಾಳಿ; ಚಂಡಿಕೆ -> ದುರ್ಗೆ; ನುಂಗುಗೆ -> ಕಬಳಿಸು ಅಗಿಯದೆ ತಿನ್ನು; ಕೂರ್ತು -> ಪ್ರೀತಿಸು ಮೋಹಿಸು ಹರಿತವಾದ; ಗು -> ಆನೆ ಕುದುರೆಗಳ ಹಕ್ಕರಿಕೆ ಪಕ್ಷರಕ್ಷೆ
"ಬಿಟ್ಟ ಪುಗೆಟ್ರ ತೋಳ"" ತೊಡೆ ತೆರಳ್ಹ ಮೊಗಂ ನರೆ ಮತ್ತೆ ಮಾಣಳೀ",ತೊಡೆ -> ಸೊಂಟದಿಂದ ಮಂಡಿಯವರೆಗಿನ ಭಾಗ ಲೇಪಿಸು ಒರಸಿಹಾಕು; ತೆರಳ್ಹ -> ಚಲಿಸು; ಮೊಗಂ -> ಮುಖ; ನರೆ -> ಬಿಳಿಗೂದಲು ಮುಪ್ಪು; ಮತ್ತೆ -> ಆನಂತರ ಪುನಃ
ಮಿಸುನಿಯ ಕಂಕಣಂ ಪೊಳೆವ ಪೊಂಬಳೆಯೊಪ್ಪುವ ನಾಗಚಂಪಕ,ಮಿಸುನಿಯ -> ಚಿನ್ನ; ಪೊಳೆವ -> ಹೊಳೆ ಮಿರುಗು ಹೊಯ್ದಾಡು; ನಾಗಚಂಪಕ -> ಹೇಮಪುಷ್ಪ ನಾಗಸಂಪಿಗೆ
ನಗೆಗಣ್‌ ಸೂಸೆ ವಿಲಾಸಮಂ ನಗೆಮೊಗಂ ಲಾವಣ್ಯಮಂ ಬೀಖೆ ಸಾ,ನಗೆಗಣ್ -> ನಗುವ ಕಣ್ಣು; ವಿಲಾಸಮಂ -> ಸೊಬಗು ಬೆಡಗು; ನಗೆಮೊಗಂ -> ನಗುಮೊಗ; ಲಾವಣ್ಯಮಂ -> ಉಪ್ಪಾಗಿರುವುದು ಚೆಲುವು
ಗಾಳಿಸು ಗೆಲ್ಕನೆಂ ಹರಹು ಹೂಜೆಗನಂ ಸುಲಿ ಸುತ್ತು ಗಾಜನಂ,ಗಾಳಿಸು -> ನಿವಾರಿಸು; ಹೂಜೆಗನಂ -> ಅಸೂಯೆಪಡುವವನು; ಸುಲಿ -> ಹೊರಪದರವನ್ನು ತೆಗೆ ಬಿರುಕುಬಿಡು ಶುಭ್ರಗೊಳಿಸಲು ತಿಕ್ಕು ಕಿತ್ತುಕೊ; ಸುತ್ತು -> ಉಡುವ ಬಟ್ಟೆ ಬಳಸಿ ಬಾ ಸುತ್ತಿಕೊಂಡಿರುವುದು
ಮಿಡಿಯಂ ಸಾರ್ಚಿ ಪಳಂಚಿ ಸೋರ್ಮುಡಿ ತಡಂಗಾಲ್ಕೊಯ್ಯೆ ಸಂವ್ಯಾನಮು,ಮಿಡಿಯಂ -> ಬೆರಳಿನಿಂದ ಹೊಡೆ ಮೀಟು ಹೀಚು; ಸಾರ್ಚಿ -> ಸಮೀಪಿಸು ತಲುಪು ಸರಿದುಕೊ ಸಾನ್ನಿಧ್ಯ; ಸೋರ್ಮುಡಿ -> ಸಡಿಲವಾದ ತಲೆಗೂದಲು; ಸಂವ್ಯಾನಮು -> ಉತ್ತರೀಯ
ನಡುಗೆ ತನು ಪೊಡರೆ ಬಿಸುಸುಯ,ತನು -> ಕೃಶವಾದ ದೇಹ; ಬಿಸುಸುಯ -> ಬೆಸುಗೆ ಹಾಕು
"ಚೆಳಗ""ಅತು!ದು ಹಿಮಕರಂಗೆ ನಾಡೆ” ಚಕೋರಾ |",ಹಿಮಕರಂಗೆ -> ಚಂದ್ರ ಕರ್ಪೂರ; ನಾಡೆ -> ಅತಿಶಯವಾಗಿ; ಚಕೋರಾ -> ಬೇಳುದಿಂಗಳನ್ನೇ ಕುಡಿಯುವುದೆಂದು ಹೇಳಲಾಗುವ ಒಂದು ಕಲ್ಪಿ ಪಕ್ಷಿ
ವಳಿ ಜೆಜಗಾದುವು ಕುಮುದಂ |,ವಳಿ -> ತೆರೆ ತರಂಗ; ಕುಮುದಂ -> ಬಿಳಿಯ ನೈದಿಲೆ ದಿಗ್ಗಜಗಳಲ್ಲಿ ಒಂದು ಜೈನ ಕಾಲಪ್ರಮಾಣದ ಒಂದು ಲೆಕ್ಕ
ಚದುರಂಗದ ಬೆಳ್ಳ ರುವುಡು,ಚದುರಂಗದ -> ಚತುರಂಗ; ಬೆಳ್ಳ -> ದಡ್ಡ
ಟಿಪಿ ಮುಡಿಗೆ ಸುತ್ತಿ ಬಿನದದೆ,ಮುಡಿಗೆ -> ತಲೆಯಲ್ಲಿಟ್ಟುಕೊ ತಲೆಗೂದಲ ಗಂಟು ಇಲ್ಲವಾಗು ತಲೆ; ಸುತ್ತಿ -> (ಶುಕ್ತಿ) ಮುತ್ತಿನ ಚಿಪ್ಪು; ಬಿನದದೆ -> ವಿನೋದ
ವಳಿ ಮಸುಳ್ಹತ್ತು ಯಾಮಿನಿಯ ಬೆನ್ನನೆ ಪೋಪ ದುಕೂಲಚೇಲದಂ |,ವಳಿ -> ತೆರೆ ತರಂಗ; ಯಾಮಿನಿಯ -> ರಾತ್ರಿ; ಬೆನ್ನನೆ -> ಹಿಂಭಾಗದಲ್ಲಿ; ದುಕೂಲಚೇಲದಂ -> ದುಕೂಲ
"ವಿಂದೌಘದ ಮುಂದೆ ನಿದ್ದೆ ತಿಳಿದುವು ಕೊಳಗಳ"" ॥",ಮುಂದೆ -> ಮುಂದುಗಡೆಯಲ್ಲಿ ಮುಂಚಿತವಾಗಿ; ನಿದ್ದೆ -> ಸುಷುಪ್ತಿ ಎಚ್ಚರವಿಲ್ಲದ ಸ್ಥಿತಿ; ಕೊಳಗಳ -> ನಾಲ್ಕು ಬಳ್ಳಗಳ ಒಂದು ಅಳತೆ ಲೋಹದ ದೊಡ್ಡ ಪಾತ್ರೆ
ನೆತ್ತಿಯ ತುಪ್ಪಟಂ ರ್ದಕಿ 'ಮಯ್ಯಿಡೆ ಕೂಡಿ ಸಮಾನ ಹರ್ಷದಿಂ,ನೆತ್ತಿಯ -> ನಡುದಲೆ ತಲೆ; ತುಪ್ಪಟಂ -> ಘೃತ; ಸಮಾನ -> ವಿಸ್ತೀರ್ಣ ಸಮಭಾವ; ಹರ್ಷದಿಂ -> ಆನಂದ
"ತೊಡೆ ತೊಡೆಯೊಳ"" ಮರಳ್ಳು ನಿಲೆ ಪೇರುರಮುಂ ಮೊಲೆಯುಂ ಮರಲ್ಲೊ ಜಿ",ತೊಡೆ -> ಸೊಂಟದಿಂದ ಮಂಡಿಯವರೆಗಿನ ಭಾಗ ಲೇಪಿಸು ಒರಸಿಹಾಕು; ತೊಡೆಯೊಳ -> ಸೊಂಟದಿಂದ ಮಂಡಿಯವರೆಗಿನ ಭಾಗ ಲೇಪಿಸು ಒರಸಿಹಾಕು; ಮರಳ್ಳು -> ಹಿಂದಿರುಗು ಹೂ; ಪೇರುರಮುಂ -> ವಿಶಾಲವಾದ ವಕ್ಷಸ್ಥಳ; ಮರಲ್ಲೊ -> ಹಿಂದಿರುಗು ಹೂ
ಕಲಸಿದ ಕೂಟ ತಂಬುಲದಲಕ್ಕಿಯ ಮೊಟ್ಟೆಯ ಮೊಟ್ಟೆ ಬೆನ್ನೊಳ,ಕೂಟ -> ಶಿಖರ ತುದಿ ಸೇರುವಿಕೆ ಸಮುದಾಯ ಸಂಭೋಗ ಅಚಲತೆ; ಮೊಟ್ಟೆಯ -> ಮೂಟೆ ಗಂಟು; ಮೊಟ್ಟೆ -> ಮೂಟೆ ಗಂಟು; ಬೆನ್ನೊಳ -> ಬೆನ್ನು ಹಿಂಭಾಗ
ವಿನ ಕಕಲ್‌ಪಿಂದಮೆ ಪೂಸುತುಂ ವಿರಹಿಯಂ ?ಮತ್ತಾ?ಳಿನೀ ಕೋಕಿಲ |,ಪೂಸುತುಂ -> ಸವರು ಲೇಪಿಸು ಲೇಪನ ಹೂಸುಬಿಡು; ವಿರಹಿಯಂ -> ಅಗಲಿಕೆ; ಮತ್ತಾ -> ಅಮಲೇರಿದ ಕೊಬ್ಬಿದ; ಕೋಕಿಲ -> ಪರಪುಟ್ಟ ಕೋಗಿಲೆ
ವಲೆದುದು ಬೆಳ್ಳು ಗೂಡಿದುದು ಮಲ್ಲಿಗೆ ತುಂಬಿಯ ಸಂತೆ ಸಂಭ್ರಮಂ।,ಬೆಳ್ಳು -> ದಡ್ಡ; ಮಲ್ಲಿಗೆ -> ಮಲ್ಲಿಕಾ; ತುಂಬಿಯ -> ದುಂಬಿ ಭ್ರಮರ ತಂಬೂರಿಯ ಬುರುಡೆ; ಸಂತೆ -> ಸಂಸ್ಥಾ ಗುಂಪು; ಸಂಭ್ರಮಂ -> ಸಡಗರ ತ್ವರೆ ಸುತ್ತಾಡುವಿಕೆ
ರವದಳಿ ಗೆಜ್ಜೆ ಸೋಗೆಗಳೆ ಚುಂಚು ನವಾಂಕುರ ರಾಜ ದಾಡೆ ಪ,ಸೋಗೆಗಳೆ -> ಮಡಿಲು ಗಂಡು ನವಿಲು; ಚುಂಚು -> ಜುಟ್ಟು ಮುಂಗುರುಳು; ನವಾಂಕುರ -> ಹೊಸ ಚಿಗುರು; ದಾಡೆ -> ಕೋರೆಹಲ್ಲು
"ಏಫೆವ ನವಾಂಕುರಂ ಕಳಿಕೆ ಹೆರ್ಚು ಕೊನರ"" ಕೊನೆ ಕೆಂದಳಿರ್‌ ತಳಿರ್‌",ನವಾಂಕುರಂ -> ಹೊಸ ಚಿಗುರು; ಕೊನೆ -> ಕೊನರ್ ಹೊಗಳು ಸಂತೋಷಪಡು ಹೆಮ್ಮೆಪಡು ತುದಿ ಅಗ್ರ ಚಿಗುರು; ಕೆಂದಳಿರ್ -> ಕೆಂಪು ಚಿಗುರು; ತಳಿರ್ -> ಚಿಗುರು
ತುಖುಗಿ ತಳಿರ್ತ ಕೊಂಬು ನೆಖೆ ಪೂತು ಮರಲ್ಲು ಮರಲ್ಲ ಕೊಂಬು ಕಿ,ತಳಿರ್ತ -> ಚಿಗುರು; ಕೊಂಬು -> ಸಂಕೇತಸ್ಥಳ; ಮರಲ್ಲು -> ಹಿಂದಿರುಗು ಹೂ; ಮರಲ್ಲ -> ಹಿಂದಿರುಗು ಹೂ
